発信日,内容,リンク,,発信媒体,,,,,,,,
2025/09/05 19:12,"【X運用、、やるべき？、やらなくていい？】

ランク制度改変もあったので、より迷ってる人もいそうだなーー

とおもい、解説してみました！

後半は、わたしの過去話ですw",https://stand.fm/episodes/68bab66f2d1e5d80b28963ca,,,,,,,,,,
2025/09/10 11:03,"【他責と自責はどう違う？】

他責とか
自責とか
なんとなーく聞いたことある言葉だけどあんまりピンとこないワードですよね。


意味は理解できるけど
=どういうこと？どういう状態なの？
みたいな。


今日はぽんぬなりの他責と自責の違いをはなしました",https://stand.fm/episodes/68c0cbf0350d800946766d2b,,,,,,,,,,
2025/09/11 15:17,"過去のぽんぬのつぶやきですが、めちゃくちゃいい内容なのでこちらぜひご覧ください！

----
【エネルギーとGIVE&TAKEが起きた話】
めちゃくちゃ伝えたくなったので動画を撮りました",https://youtu.be/yaNc-_pNbo8?si=Ryjyz3X0qQ7SZlb4,,,,,,,,,,
2025/09/12 9:06,"【誰でもできるセンスの作り方】

今日の配信はとくに",https://stand.fm/episodes/68c3636f5a1363f4befb5b27,,,,,,,,,,
2025/09/12 14:22,"ちょうど参考探しが必要になったので、
リサーチしているリアルな作業画面を収録しました！",https://www.loom.com/share/f8095e41a0a84592982e5d80d1626162?sid=e89bbb90-a611-4356-9be9-46d80a0cbf89,,,,,,,,,,
2025/09/15 8:56,"【仕事がめっちゃくる人の裏スキル】

最近気づいた仕事ができる人は大体持ってるなーー，というスキルについてお話ししました。

あとそのスキルを鍛える方法もお話ししています。

みんなやってねー！",https://stand.fm/episodes/68c7544285d3b1ae984f5551,,,,,,,,,,:warning:
2025/09/22 8:04,"オフラインの効果【成果が出る人の特徴①】

最近目立つなーという人がちらほら。

そういうメンバーは一体どんな人？っていうのを話しました",https://stand.fm/episodes/68d083ed35f798d231942a63,,,,,,,,,,
2025/09/23 6:45,"不安を超える【成果が出る人の特徴②】

昨日の続きです。
今日も何人か講座生が登場します。",https://stand.fm/episodes/68d1c3286dc9a89d65f1d9ec,,,,,,,,,,
2025/09/30 15:12,"【誰でもできることを、ちゃんとやる】

9月最終日ですね！
今日はぽんぬのつぶやき、テキストバージョンです。


明日から
添削の流れがかわります。
みなさん必ずこちらをご確認下さい。


⭐️添削提出のながれ⭐️
今添削途中のかたは、10／1からの提出分よりフォームにてお願いいたします！(再提出含む)



ここから、ちょっと長いけどみんなに読んで欲しいことです。

==============
なぜ提出方法を変えたのか？
==============

私はデザインセンスはありません。

でも数をこなす執念と
人のために頑張れる根性はあります。

依頼してくれた人のために
とにかくたくさんのリサーチをしました。「いいですね！」の一言をいただくために。

たくさんのデザインを見ました。

センスはなくとも、
感謝されて、信頼されて、その対価のお金もいただけるようになりました。


その根幹はズバリ
「参考リサーチ」にあります。


回数をこなせばこなすほど、
頭の中のアイディアも増えて
発想力もついていきました。


センスというのは、
今までの数の積み重ねから生まれる結晶みたいなもんだと思います。


才能でもなんでもない。
中には、天才もいるだろうけど....

天才はここには来ません。


今回、添削の流れを変えたのは

みなさんにリサーチの大切さを身をもって理解していただくためです。

==============
効率化するのは、後の話
==============

課題をこなすうちに、
みんなこの言葉を口にします。

「もっと早く作れるようになりたい」


その気持ちは超わかります。
わたしもそう思うし、素晴らしいとおもう。

でもこの時、
間違っても「リサーチ」と「トンマナ設計」をサボって効率化しようとしないで欲しいのです。


リサーチ、設計は
全スキルの土台です。

家でいう、基礎みたいなもの。

基礎がガッタガタのところに
何を積み上げようと.....

一瞬で崩れます。

残るものはガラクタ。


土台がないのに、積み上げても意味はないんです。


リサーチを徹底する。
トンマナ設計をちゃんときめる。(ルールみたいなものですから)

この土台ができて、初めてちゃんとデザインをつくり始められるんです。


私や、講師陣、添削講師は一目見れば手抜きなことくらいわかります。


そして、手抜きを放置しても誰も幸せにならないから
ちゃんと言います。

「もう一回しらべてね」

と。


どうせ戻ってくるんだから、手を抜かないこと。

最初から、効率化しないこと。

リサーチに1時間、2時間かかっていいです。
長い時はわたしも4時間かかることもあります。

最初はそれでいいから、ちゃんと調べて、たくさん見てください。

それは半年後に
爆速で図解が作れるようになるための力になっていきますから。安心してください。

効率化は、積み上げた人だけができる特権なんです。


==============
図解デザインは
お菓子に例えるとわかりやすい
==============

みなさん、
洋菓子って作ったことありますか？

ぽんぬは元パティシエなので、職人をやってました。

フランス菓子を1日12時間とかつくってました。

洋菓子って

・グラム単位の材料
・混ぜる順番
・焼き上げ温度

とか、ミスると全部失敗するんですよ。(10万円分の原価ロスだしたことがあります。包丁飛んできました)


デザインも同じだなーと思ってます。

材料は
・文字組みの参考
・配色の参考
・あしらい、装飾の参考

レシピは
・トンマナの設計シート

これがあれば、作れる。
これが欠けていたり、ミスってると、完成物もイマイチ...。


今回の添削の流れは
上記の材料とレシピを徹底的にマスターできるようにしています。


慣れれば、はやくなります。
記憶も、自分のデータベースもふえますから。


ここまでできれば、
センスがない、なんてふざけた言葉を投げかけるひとはきっといないんじゃないかな？とおもいます",,,,,,,,,,,
2025/10/03 8:37,"【canvaテンプレを、どう使う？】

8月期のお部屋でご質問をいただきました！
「自主制作でcanvaのテンプレを使うときは、テンプレ使用って書くべき？」",https://stand.fm/episodes/68df0bb41c30a3688fc11e57,,,,,,,,,,
2025/10/05 6:50,"【平等と公平】

今日のは動画です！
平等と公平の違いを解説しました。

『他の人と比べて凹みがち』な人用の動画です！",https://www.loom.com/share/aa0060070fce4aa6b2ac44eae08516fd?sid=9cb443a3-98b4-46ca-80fc-8b7cdc26e26f,,,Loom,,,,,,,
2025/10/09 7:56,"【1万時間つかおう】

今日も動画です！
時間を作る、時間を使う。
それから数を積み上げる

その基準値は大体このくらいだよ！っていう話です。
途方もないかもしれませんが、コツコツコツコツやっていくとわりと実現するのが1万っていう数字なんですよ〜！",https://www.loom.com/share/7b4817e8c39d4f6fb475a7189ce5551c?sid=25d85eb9-8610-4c0c-808e-a8a9780d3b7c,,,Loom,,,,,,,
2025/10/12 6:08,"【ポートフォリオの【掲載可否】どうする問題】

ポートフォリオ添削をしていてとある話をしなければいけないことに気が付きました。

それが『ポートフォリオ載せられない時はオプション料金』

これ、結構自分の首を絞めるので注意してください、という話！",https://www.loom.com/share/e3199ba940af4a13a9b96bc195ae4a5e?sid=7f059bcc-f5c5-4ad7-a0dc-e66f1313bfa2,,,,,,,,,,
2025/10/20 7:36,"【ゴリラの修練場、はじまります】

↑なんやそれ
って思いますよね、、？

ズバリ、模擬案件練習場です！

詳細はこちら",https://stand.fm/episodes/68f4e0b574d6f348e88db447,,,,,,,,,,
2025/10/21 9:21,"Gランク以上の人は
今日のおまめ勉強会を聞くか聞かないかで相当今後の収益額が左右されます。",,クラウドワークスでの応募,,,,,,,,,
2025/10/30 11:27,"添削提出ですが、30日連続投稿以外の場合、多くても1日1作品まででに配慮してくださると助かります！

添削はできるんですが、
見てわかる通り「人」がやってます。

どんどこどんどこだすとそれだけ待ちは増えます。

ドラム式洗濯機とかでいうと
そりゃ突っ込めば洗えるし機能はするけど

・泥んこ
・大量のタオル
・ミチミチに詰め込んであらう

とか極端なことしたら壊れます。

この辺は「常識の範囲内」ってことだとおもうんですよ。


みなさんなら、わかるはずです。信じてます。
よろしくお願いいたします。",,,,,,,,,,,
2025/10/30 17:33,『あなた』が在宅で収益化するためのロードマップの組み立て方,https://youtu.be/2stSWjm46XA?si=X0LBiAjwX8qykE6O,,,,,,,,,,
2025/11/04 8:30,"【11月はじまったね！|日報サポーターズ紹介①】


11月スタートしましたね！
日報のお部屋も増えてきたので、改めて

・日報の先生ってどんな人がやってるの？
・ぽんぬの独断と偏見で送るサポーター紹介

をしていきまーす！

第一弾は",https://stand.fm/episodes/69093a49276fd575008a6b89,,,,,,,,,,
2025/11/07 8:44,"【日報サポーターズ紹介②】


今日は第二弾、さん！

・日報の先生ってどんな人がやってるの？
・ぽんぬの独断と偏見で送るサポーター紹介

「信用できる！仕事頼みたい！」と思える人の特徴についてもはなしてます。",https://stand.fm/episodes/69093a49276fd575008a6b89,,https://stand.fm/episodes/690d317b140c2aebc8975bff,https://stand.fm/episodes/690d317b140c2aebc8975bff,,,,,,,
2025/11/07 17:47,クリスマスパーティーですが、来てくれた人みなさんにささやかですがプレゼントも用意しています,,,,,,,,,,,
2025/11/10 13:01,"ちょっとしたことですが、
フィンガープリンセスって言葉知ってますか？

質問する時のマナーにも紐づくので、初めて聞いた！きになる！という方はぜひこちらご覧ください",https://vt.tiktok.com/ZSyVrvcjv/,,,,,,,,,,
2025/11/12 8:35,"【日報サポーターズ紹介③/添削待ちの間にやってほしいこと】


今日は第③弾、さん！

・日報の先生ってどんな人がやってるの？
・ぽんぬの独断と偏見で送るサポーター紹介

これを聞くと「時間がない」と言い訳できなくなります。",https://stand.fm/episodes/6913c61ea72deec9e06dc8f5,,,,,,,,,,
2025/11/21 18:04,"「クリスマスパーティーやるよ」

お申し込みが今日までです。

このパーティーをやる理由、
裏側の私の思いをお話ししました。

みんな聞いてください

「東京遠いなあ」
「時間を作るの難しいなあ」
「また今度だな」

と、思う人もたくさんいると思います。


でも、、、


リアルな場でしかわからない空気とか、

いままでそんな場所に行くことなんてなかった！と言う人の新たな体験は

自分の成長を実感できる貴重な場です。


私もオンラインだけでは
今みたいに自信持って仕事を続けることはできなかったです。間違いなく。


ぜひ、忙しい日常をなんとかどーにかこーにかしてクリスマスパーティーに来てください",https://stand.fm/episodes/692004af6f36349e6ce94f88,,,,,,,,,,
